Kode,Tekst
MC07BA02,oxprenolol og thiazider
MC07BA05,propranolol og thiazider
MC07BA06,timolol og thiazider
MC07BA07,sotalol og thiazider
MC07BA12,nadolol og thiazider
MC07BA68,"metipranolol og thiazider, komb."
MC07BB,"beta-blokkere, selektive, og thiazider"
MC07BB02,metoprolol og thiazider
MC07BB03,atenolol og thiazider
MC07BB04,acebutolol og thiazider
MC07BB06,bevantolol og thiazider
MC07BB07,bisoprolol og thiazider
MC07BB12,nebivolol og thiazider
MC07BB52,"metoprolol og thiazider, komb."
MC07BG,alfa- og beta-blokkere og thiazider
MC07BG01,labetalol og thiazider
MC07C,beta-blokkere og andre diuretica
MC07CA,"beta-blokkere, non-selektive, og andre diuretica"
MC07CA02,oxprenolol og andre diuretica
MC07CA03,pindolol og andre diuretica
MC07CA17,bopindolol og andre diuretica
MC07CA23,penbutolol og andre diuretica
MC07CB,"beta-blokkere, selektive, og andre diuretica"
MC07CB02,metoprolol og andre diuretica
MC07CB03,atenolol og andre diuretica
MC07CB53,"atenolol og andre diuretica, komb."
MC07CG,alfa- og beta-blokkere og andre diuretica
MC07CG01,labetalol og andre diuretica
MC07D,"beta-blokkere, thiazider og andre diuretica"
MC07DA,"beta-blok. non-selektive, thiazider+andre diuret."
MC07DA06,"timolol, thiazider og andre diuretica"
MC07DB,"beta-blokk.,selektive, thiazider+andre diuretica"
MC07DB01,"atenolol, thiazider og andre diuretica"
MC07E,beta-blokkere og vasodilatorer
MC07EA,"beta-blokkere, non-selektive, og vasodilatorer"
MC07EB,"beta-blokkere, selektive, og vasodilatorer"
MC07F,"beta-blokkere, andre kombinationer"
MC07FB,beta-blokerende midler og calciumantagonister
MC07FB02,metoprolol og felodipin
MC07FB03,atenolol og nifedipin
MC07FB07,bisoprolol og amlodipin
MC07FB12,nevibolol og amlodipin
MC07FB13,metoprolol og amlodipin
MC07FX,"beta-blokerende midler, andre kombinationer"
MC07FX01,propranolol og andre kombinationer
MC07FX02,sotalol og acetylsalicylsyre
MC07FX03,metoprolol og acetylsalicylsyre
MC07FX04,bisoprolol og acetylsalicylsyre
MC07FX05,metoprolol og ivabradin
MC07FX06,carvedilol og ivabradin
MC08,calciumantagonister
MC08C,selektive calciumantagonister m. overv. vaskulær effekt
MC08CA,dihydropyridin-derivater
MC08CA01,amlodipin
MC08CA02,felodipin
MC08CA03,isradipin
MC08CA04,nicardipin
MC08CA05,nifedipin
MC08CA06,nimodipin
MC08CA07,nisoldipin
MC08CA08,nitrendipin
MC08CA09,lacidipin
MC08CA10,nilvadipin
MC08CA11,manidipin
MC08CA12,barnidipin
MC08CA13,lercanidipin
MC08CA14,cilnidipin
MC08CA15,benidipin
MC08CA16,clevidipin
MC08CA17,levamlodipin
MC08CA51,amlodipin og celecoxib
MC08CA55,"nifedipin, kombinationer"
MC08CX,andre selekt. calciumantagonister m. primært vasculær effekt
MC08CX01,mibefradil
MC08D,selektive calciumantagonister m. direkte cardiel effekt
MC08DA,phenylalkylamin-derivater
MC08DA01,verapamil
MC08DA02,gallopamil
MC08DA51,"verapamil, kombinationer"
MC08DB,benzothiazepin-derivater
MC08DB01,diltiazem
MC08E,ikke-selektive calciumantagonister
MC08EA,phenylalkylamin-derivater
MC08EA01,fendilin
MC08EA02,bepridil
MC08EX,andre ikke-selektive calciumantagonister
MC08EX01,lidoflazin
MC08EX02,perhexilin
MC08G,calciumantagonister og diuretica
MC08GA,calciumantagonister og diuretica
MC08GA01,nifedipin og diuretica
MC08GA02,amlodipin og diuretica
MC09,midler med virkning på renin-angiotensin systemet
MC09A,"ACE-hæmmere, usammensatte"
MC09AA,"ACE-hæmmere, usammensatte"
MC09AA01,captopril
MC09AA02,enalapril
MC09AA03,lisinopril
MC09AA04,perindopril
MC09AA05,ramipril
MC09AA06,quinapril
MC09AA07,benazepril
MC09AA08,cilazapril
MC09AA09,fosinopril
MC09AA10,trandolapril
MC09AA11,spirapril
MC09AA12,delapril
MC09AA13,moexipril
MC09AA14,temocapril
MC09AA15,zofenopril
MC09AA16,imidapril
MC09B,"ACE-hæmmere, kombinationer"
MC09BA,ace-hæmmere og diuretica
MC09BA01,captopril og diuretica
MC09BA02,enalapril og diuretica
MC09BA03,lisinopril og diuretica
MC09BA04,perindopril og diuretica
MC09BA05,ramipril og diuretica
MC09BA06,quinapril og diuretica
MC09BA07,benazepril og diuretica
MC09BA08,cilazapril og diuretica
MC09BA09,fosinopril og diuretica
MC09BA12,delapril og diuretica
MC09BA13,moexepril og diuretica
MC09BA15,zofenopril og diuretica
MC09BB,ACE-hæmmere og calciumantagonister
MC09BB02,enalapril og lercanidipin
MC09BB03,lisinopril og amlodipin
MC09BB04,perindopril og amlodipin
MC09BB05,ramipril og felodipin
MC09BB06,enalapril og nitrendipin
MC09BB07,ramipril og amlodipin
MC09BB10,trandolapril og verapamil
MC09BB12,delapril og manidipin
MC09BB13,benazepril og amlodipin
MC09BX,"ace inhibitorer, andre kombinationer"
MC09BX01,"perindopril, amlodipin og indapamid"
MC09BX02,perindopril og bisoprolol
MC09BX03,"ramipril, amlodipin og hydrochlorothiazid"
MC09BX04,"perindopril, bisoprolol og amlodipin"
MC09BX05,ramipril og bisoprolol
MC09C,"angiotensin II receptor blokkere (ARBS), usammensatte"
MC09CA,"angiotensin II receptor blokkere (ARBS), usammensatte"
MC09CA01,losartan
MC09CA02,eprosartan
MC09CA03,valsartan
MC09CA04,irbesartan
MC09CA05,tasosartan
MC09CA06,candesartan
MC09CA07,telmisartan
MC09CA08,olmesartanmedoxomil
MC09CA09,azilsartan medoxomil
MC09CA10,fimasartan
MC09D,"angiotensin II receptor blokkere (ARBS), kombinationer"
MC09DA,angiotensin II receptor blokkere (ARBS) og diuretica
MC09DA01,losartan og diuretica
MC09DA02,eprosartan og diuretica
MC09DA03,valsartan og diuretica
MC09DA04,irbesartan og diuretica
MC09DA06,candesartan og diuretica
MC09DA07,telmisartan og diuretica
MC09DA08,olmesartanmedoxomil og diuretica
MC09DA09,azilsartan medoxomil og diuretica
MC09DA10,fimasartan og diuretica
MC09DB,angiotensin II receptor blokkere (ARBS) og calciumantagonister (CCB)
MC09DB01,valsartan og amlodipin
MC09DB02,olmesartanmedoxomil og amlodipin
MC09DB04,telmisartan og amlodipin
MC09DB05,irbesartan og amlodipin
MC09DB06,losartan og amlodipin
MC09DB07,candesartan og amlodipin
MC09DB08,valsartan og lercanidipin
MC09DB09,fimasartan og amlodipin
MC09DX,"angiotensin II receptor blokkere (arbs), andre kombinationer"
MC09DX01,"valsartan, amlodipin og hydrochlorthiazid"
MC09DX02,valsartan og aliskiren
MC09DX03,"olmesartan medoxomil, amlodipin og hydrochlorthiazid"
MC09DX04,valsartan og sacubitril
MC09DX05,valsartan og nebivolol
MC09DX06,"candesartan, amlodipin og hydrochlorothiazid"
MC09DX07,"irbesartan, amlodipin og hydrochlorothiazid"
MC09DX08,"telmisartan, amlodipin og hydrochlorthiazid"
MC09X,andre midler med virkn. på renin-angiotensin systemet
MC09XA,renin-inhibitorer
MC09XA01,remikeren
MC09XA02,aliskiren
MC09XA52,aliskiren og hydrochlorthiazid
MC09XA53,aliskiren og amlodipin
MC09XA54,"aliskiren, amlodipin og hydrochlorthiazid"
MC10,lipid-modificerende midler
MC10A,"lipid-modificerende midler, usammensatte"
MC10AA,HMG COA reduktase-inhibitorer
MC10AA01,simvastatin
MC10AA02,lovastatin
MC10AA03,pravastatin
MC10AA04,fluvastatin
MC10AA05,atorvastatin
MC10AA06,cerivastatin
MC10AA07,rosuvastatin
MC10AA08,pitavastatin
MC10AB,fibrater
MC10AB01,clofibrat
MC10AB02,bezafibrat
MC10AB03,aluminiumclofibrat
MC10AB04,gemfibrozil
MC10AB05,fenofibrat
MC10AB06,simfibrat
MC10AB07,ronifibrat
MC10AB08,ciprofibrat
MC10AB09,etofibrat
MC10AB10,clofibrid
MC10AB11,cholin fenofibrat
MC10AC,galdesyrebindende midler
MC10AC01,colestyramin
MC10AC02,colestipol
MC10AC03,colextran
MC10AC04,colesevelam
MC10AD,nicotinsyre og derivater
MC10AD01,niceritrol
MC10AD02,nicotinsyre
MC10AD03,nicofuranose
MC10AD04,aluminiumnicotinat
MC10AD05,nicotinylalcohol (pyridylcarbinol)
MC10AD06,acipimox
MC10AD52,"nicotinsyre, kombinationer"
MC10AX,andre lipid-modificerende midler
MC10AX01,dextrothyroxin
MC10AX02,probucol
MC10AX03,tiadenol
MC10AX05,meglutol
MC10AX06,omega-3-triglycerider inkl. andre estre og syrer
MC10AX07,magnesiumpyridoxal 5-phosphatglutamat
MC10AX08,policosanol
MC10AX09,ezetimib
MC10AX10,alipogen tiparvovec
MC10AX11,mipomersen
MC10AX12,lomitapid
MC10AX13,evolocumab
MC10AX14,alirocumab
MC10AX15,bempedoinsyre
MC10AX16,inclisiran
MC10AX17,evinacumab
MC10AX18,volanesorsen
MC10B,"lipid-modificerende midler, komb."
MC10BA,"lipid-modificerende midler, kombinationer"
MC10BA01,lovastatin og nicotinsyre
MC10BA02,simvastatin og ezetimib
MC10BA03,pravastatin og fenofibrat
MC10BA04,simvastatin og fenofibrat
MC10BA05,atorvastatin og ezetimibe
MC10BA06,rosuvastatin og ezetimib
MC10BA07,rosuvastatin og omega-3-fedtsyrer
MC10BA08,atorvastatin og omega-3-fedtsyrer
MC10BA09,rosuvastatin og fenofibrat
MC10BA10,bempedoinsyre og ezetimib
MC10BA11,pravastatin og ezetimib
MC10BA12,"pravastatin, ezetimib og fenofibrat"
MC10BX,lipid-modificerende midler i kombination med andre lægemidler
MC10BX01,simvastatin og acetylsalicylsyre
MC10BX02,pravastatin og acetylsalicylsyre
MC10BX03,atorvastatin og amlodipin
MC10BX04,"simvastatin, acetylsalicylsyre og ramipril"
MC10BX05,rosuvastatin og acetylsalicylsyre
MC10BX06,"atorvastatin, acetylsalicylsyre og ramipril"
MC10BX07,"rosuvastatin, amlodipin og lisinopril"
MC10BX08,atorvastatin og acetylsalicylicsyre
MC10BX09,rosuvastatin og amlodipin
MC10BX10,rosuvastatin og valsartan
MC10BX11,"atorvastatin, amlodipin og perindopril"
MC10BX12,"atorvastatin, acetylsalicylsyre og perindopril"
MC10BX13,"rosuvastatin, perindopril og indapamid"
MC10BX14,"rosuvastatin, amlodipin og perindopril"
MC10BX15,atorvastatin og perindopril
MC10BX16,rosuvastatin og fimasartan
MC10BX17,rosuvastatin og ramipril
MC10BX18,"atorvastatin, amlodipin og ramipril"
MC10BX19,"atorvastatin, amlodipin og candesartan"
MD,Dermatologiske midler
MD01,fungicider til dermatologisk brug
MD01A,fungicider til udvortes brug
MD01AA,antibiotica
MD01AA01,nystatin
MD01AA02,natamycin
MD01AA03,hachimycin
MD01AA04,pecilocin
MD01AA06,mepartricin
MD01AA07,pyrrolnitrin
MD01AA08,griseofulvin
MD01AA20,kombinationer
MD01AC,imidazol- og triazol-derivater
MD01AC01,clotrimazol
MD01AC02,miconazol
MD01AC03,econazol
MD01AC04,clomidazol
MD01AC05,isoconazol
MD01AC06,tiabendazol
MD01AC07,tioconazol
MD01AC08,ketoconazol
MD01AC09,sulconazol
MD01AC10,bifonazol
MD01AC11,oxiconazol
MD01AC12,fenticonazol
MD01AC13,omoconazol
MD01AC14,sertaconazol
MD01AC15,fluconazol
MD01AC16,flutrimazol
MD01AC17,eberconazol
MD01AC18,luliconazol
MD01AC19,efinaconazol
MD01AC20,imidazoler/triazoler i kombination med corticosteroider
MD01AC21,neticonazol
MD01AC22,lanoconazol
MD01AC52,"miconazol, kombinationer"
MD01AC60,bifonazol kombinationer
MD01AE,andre fungicider til udvortes brug
MD01AE01,bromchlorsalicylanilid
MD01AE02,methylrosanilin
MD01AE03,tribromometacresol
MD01AE04,undecylensyre
MD01AE05,polynoxylin
MD01AE06,2-(4-chlorphenoxy)-ethanol
MD01AE07,chlorphenesin
MD01AE08,ticlaton
MD01AE09,sulbentin
MD01AE10,ethylhydroxybenzoat
MD01AE11,haloprogin
MD01AE12,salicylsyre
MD01AE13,selensulfid
MD01AE14,ciclopirox
MD01AE15,terbinafin
MD01AE16,amorolfin
MD01AE17,dimazol
MD01AE18,tolnaftat
MD01AE19,tolciclat
MD01AE20,kombinationer
MD01AE21,flucytosin
MD01AE22,naftifin
MD01AE23,butenafin
MD01AE24,tavaborol
MD01AE25,liranaftat
MD01AE54,"undecylensyre, komb."
MD01B,fungicider til systemisk brug
MD01BA,fungicider til systemisk brug
MD01BA01,griseofulvin
MD01BA02,terbinafin
MD01BA03,fosravuconazol
MD02,blødgørende og hudbeskyttende midler
MD02A,blødgørende og hudbeskyttende midler
MD02AA,siliconepræparater
MD02AB,zinkoxidpræparater
MD02AC,vaselin og fedtstoffer
MD02AD,flydende plaster
MD02AE,carbamidpræparater
MD02AE01,carbamid
MD02AE51,"carbamid, komb."
MD02AF,salicylsyrepræparater
MD02AX,andre blødgørende og hudbeskyttende midler
MD02B,midler beskyttende mod UV-stråling
MD02BA,"midler beskyttende mod UV-stråling, udvortes brug"
MD02BA01,aminobenzoesyre
MD02BA02,octinoxat
MD02BB,"midler beskyttende mod UV-stråling, systemisk brug"
MD02BB01,betacaroten
MD02BB02,afamelanotid
MD03,midler til sårbehandling
MD03A,sårhelende midler
MD03AA,levertransalver
MD03AX,andre sårhelende midler
MD03AX01,cadexomer iod
MD03AX02,dextranomer
MD03AX03,dexpanthenol
MD03AX04,calciumpantothenat
MD03AX05,hyaluronsyre
MD03AX06,becaplermin
MD03AX09,crilanomer
MD03AX10,enoxolon
MD03AX11,natriumchlorit
MD03AX12,trolamin
MD03AX13,birkebark
MD03AX14,asiatisk centellaurt
MD03AX15,trafermin
MD03B,enzymer
MD03BA,proteolytiske enzymer
MD03BA01,trypsin
MD03BA02,collagenase
MD03BA03,bromelainer
MD03BA52,"collagenase, kombinationer"
MD04,"kløestillende midler, incl. antihistaminer, anæstetica, etc."
MD04A,"kløestillende midler, incl. antihistaminer, anæstetica, etc."
MD04AA,antihistaminer til dermatologisk brug
MD04AA01,thonzylamin
MD04AA02,mepyramin
MD04AA03,thenalidin
MD04AA04,tripelennamin
MD04AA09,chloropyramin
MD04AA10,promethazin
MD04AA12,tolpropamin
MD04AA13,dimetinden
MD04AA14,clemastin
MD04AA15,bamipin
MD04AA16,pheniramin
MD04AA22,isothipendyl
MD04AA32,diphenhydramin
MD04AA33,diphenhydraminmethylbromid
MD04AA34,chlorphenoxamin
MD04AB,lokalanæstetica til dermatologisk brug
MD04AB01,lidocain
MD04AB02,cinchocain
MD04AB03,oxybuprocain
MD04AB04,benzocain
MD04AB05,quinisocain
MD04AB06,tetracain
MD04AB07,pramocain
MD04AX,andre kløestillende midler
MD04AX01,doxepin
MD05,midler mod psoriasis
MD05A,midler mod psoriasis til udvortes brug
MD05AA,tjæreholdige præparater
MD05AC,antracen-derivater
MD05AC01,dithranol
MD05AC51,"dithranol, kombinationer"
MD05AD,psoralener til udvortes brug
MD05AD01,"trioxysalen, udvortes"
MD05AD02,"methoxalen, udvortes"
MD05AX,andre midler mod psoriasis til udvortes brug
MD05AX01,fumarsyre
MD05AX02,calcipotriol
MD05AX03,calcitriol
MD05AX04,tacalcitol
MD05AX05,tazaroten
MD05AX52,"calcipotriol, kombinationer"
MD05AX55,tazaroten og ulobetasol
MD05B,midler mod psoriasis til systemisk brug
MD05BA,psoralener til systemisk brug
MD05BA01,"trioxysalen, systemisk"
MD05BA02,"methoxalen, systemisk"
MD05BA03,bergapten
MD05BB,retinoider til psoriasisbehandling
MD05BB01,etretinat
MD05BB02,acitretin
MD05BX,andre midler mod psoriasis til systemisk brug
MD05BX01,fumarsyre
MD05BX51,"fumarsyre-derivater, komb."
MD06,antibiotica og chemotherapeutica til dermatologisk brug
MD06A,antibiotica til udvortes brug
MD06AA,tetracyclin og derivater
MD06AA01,demeclocyclin
MD06AA02,chlortetracyclin
MD06AA03,oxytetracyclin
MD06AA04,tetracyclin
MD06AX,andre antibiotica til udvortes brug
MD06AX01,fusidinsyre
MD06AX02,chloramphenicol
MD06AX04,neomycin
MD06AX05,bacitracin
MD06AX07,gentamicin
MD06AX08,tyrothricin
MD06AX09,mupirocin
MD06AX10,virginiamycin
MD06AX11,rifaximin
MD06AX12,amikacin
MD06AX13,retapamulin
MD06AX14,ozenoxacin
MD06AX15,rifamycin
MD06B,chemotherapeutica til udvortes brug
MD06BA,sulfonamider
MD06BA01,sølvsulfadiazin
MD06BA02,sulfathiazol
MD06BA03,mafenid
MD06BA04,sulfamethizol
MD06BA05,sulfanilamid
MD06BA06,sulfamerazin
MD06BA51,"sølvsulfadiazin, kombinationer"
MD06BB,antivirale midler
MD06BB01,idoxuridin
MD06BB02,tromantadin
MD06BB03,aciclovir
MD06BB04,podophyllotoxin
MD06BB05,inosin
MD06BB06,penciclovir
MD06BB07,lysozym
MD06BB08,ibacitabin
MD06BB09,edoxudin
MD06BB10,imiquimod
MD06BB11,docosanol
MD06BB12,sinecatechins
MD06BB53,"aciclovir, kombinationer"
MD06BX,andre chemotherapeutica
MD06BX01,metronidazol
MD06BX02,ingenolmebutat
MD06BX03,tirbanibulin
MD06C,antibiotica og chemotherapeutica i kombination
MD07,corticosteroider til dermatologisk brug
MD07A,"corticosteroider til udvortes brug, usammensatte"
MD07AA,"corticosteroider, svagt virk. (gruppe I)"
MD07AA01,methylprednisolon
MD07AA02,hydrocortison
MD07AA03,prednisolon
MD07AB,"corticosteroider, middelstærkt virk. (gruppe II)"
MD07AB01,clobetason
MD07AB02,hydrocortisonbutyrat
MD07AB03,flumetason
MD07AB04,fluocortin
MD07AB05,fluperolon
MD07AB06,fluorometholon
MD07AB07,flupredniden
MD07AB08,desonid
MD07AB09,triamcinolon
MD07AB10,alclometason
MD07AB11,hydrocortisonbuteprat
MD07AB19,dexamethason
MD07AB21,clocortolon
MD07AB30,kombinationer af corticosteroider
MD07AC,"corticosteroider, stærkt virk. (gruppe III)"
MD07AC01,betamethason
MD07AC02,fluclorolon
MD07AC03,desoximetason
MD07AC04,fluocinolon
MD07AC05,fluocortolon
MD07AC06,diflucortolon
MD07AC07,fludroxycortid
MD07AC08,fluocinonid
MD07AC09,budesonid
MD07AC10,diflorason
MD07AC11,amcinonid
MD07AC12,halometason
MD07AC13,mometason
MD07AC14,methylprednisolonaceponat
MD07AC15,beclometason
MD07AC16,hydrocortisonaceponat
MD07AC17,fluticason
MD07AC18,prednicarbat
MD07AC19,difluprednat
MD07AC21,ulobetasol
MD07AD,"corticosteroider, ekstra stærkt virk. (gruppe Iv)"
MD07AD01,clobetasol
MD07AD02,halcinonid
MD07B,corticosteroider i kombination med antiseptica
MD07BA,corticosteroider (gruppe i) og antiseptica
MD07BA01,prednisolon og antiseptica
MD07BA04,hydrocortison og antiseptica
MD07BB,corticosteroider (gruppe II) og antiseptica
MD07BB01,flumetason og antiseptica
MD07BB02,desonid og antiseptica
MD07BB03,triamcinolon og antiseptica
MD07BB04,hydrocortisonbutyrat og antiseptica
MD07BC,corticosteroider (gruppe iii) og antiseptica
MD07BC01,betamethason og antiseptica
MD07BC02,fluocinolon og antiseptica
MD07BC03,fluocortolon og antiseptica
MD07BC04,diflucortolon og antiseptica
MD07BD,corticosteroider (gruppe IV) og antiseptica
MD07C,corticosteroider i kombination med antibiotica
MD07CA,corticosteroider (gruppe I) og antibiotica
MD07CA01,hydrocortison og antibiotica
MD07CA02,methylprednisolon og antibiotica
MD07CA03,prednisolon og antibiotica
MD07CB,corticosteroider (gruppe II) og antibiotica
MD07CB01,triamcinolon og antibiotica
MD07CB02,flupredniden og antibiotica
MD07CB03,fluorometholon og antibiotica
MD07CB04,dexamethason og antibiotica
MD07CB05,flumetason og antibiotica
MD07CC,corticosteroider (gruppe III) og antibiotica
MD07CC01,betamethason og antibiotica
MD07CC02,fluocinolon og antibiotica
MD07CC03,fludroxycortid og antibiotica
MD07CC04,beclometason og antibiotica
MD07CC05,fluocinonid og antibiotica
MD07CC06,fluocortolon og antibiotica
MD07CD,corticosteroider (gruppe IV) og antibiotica
MD07CD01,clobetasol og antibiotica
MD07X,"corticosteroider, andre kombinationer"
MD07XA,"corticosteroider (gruppe I), andre kombinationer"
MD07XA01,hydrocortison
MD07XA02,prednisolon
MD07XB,"corticosteroider (gruppe II), andre kombinationer"
MD07XB01,flumetason
MD07XB02,triamcinolon
MD07XB03,flupredniden
MD07XB04,fluorometholon
MD07XB05,dexamethason
MD07XB30,kombinationer af corticosteroider
MD07XC,"corticosteroider (gruppe III), andre kombinationer"
MD07XC01,betamethason
MD07XC02,desoximetason
MD07XC03,mometason
MD07XC04,biphenylol
MD07XC05,fluocortolon
MD07XD,"corticosteroider (gruppe IV), andre kombinationer"
MD08,antiseptica og desinficerende midler
MD08A,antiseptica og desinficerende midler
MD08AA,acridin-derivater
MD08AA01,ethacridinlactat
MD08AA02,aminoacridin
MD08AA03,euflavin
MD08AB,aluminiumforbindelser
MD08AC,biguanider og amidiner
MD08AC01,dibrompropamidin
MD08AC02,chlorhexidin
MD08AC03,propamidin
MD08AC04,hexamidin
MD08AC05,polihexanid
MD08AC52,"chlorhexidin, kombinationer"
MD08AD,borsyrepræparater
MD08AE,phenol og derivater
MD08AE01,hexachlorophen
MD08AE02,metacresolsulfonsyre-formaldehyd
MD08AE03,phenol
MD08AE04,triclosan
MD08AE05,chloroxylenol
MD08AE06,biphenylol
MD08AF,furan-derivater
MD08AF01,nitrofural
MD08AG,iodpræparater
MD08AG01,iod/octylphenoxypolyglycolether
MD08AG02,iod/polyvidon
MD08AG03,iod
MD08AG04,diiodhydroxypropan
MD08AH,quinolin-derivater
MD08AH01,dequalinium
MD08AH02,chlorquinaldol
MD08AH03,oxyquinolin
MD08AH30,clioquinol
MD08AJ,kvartære ammoniumforbindelser
MD08AJ01,benzalkon
MD08AJ02,cetrimon
MD08AJ03,cetylpyridin
MD08AJ04,cetrimid
MD08AJ05,benzoxoniumchlorid
MD08AJ06,didecyldimethylammoniumchlorid
MD08AJ08,benzethoniumchlorid
MD08AJ10,decamethoxin
MD08AJ57,"octenidin, komb."
MD08AJ58,"benzetoniumchlorid, komb."
MD08AJ59,"dodecloniumbromid, komb."
MD08AK,kviksølvforbindelser
MD08AK01,mercuriamidochlorid
MD08AK02,phenylmercuriborat
MD08AK03,mercurichlorid
MD08AK04,merbromin
MD08AK05,"kviksølv, metallisk"
MD08AK06,thiomersal
MD08AK30,mercuriiodid
MD08AL,sølvforbindelser
MD08AL01,sølvnitrat
MD08AL30,sølv
MD08AX,andre antiseptica og desinficerende midler
MD08AX01,hydrogenperoxid
MD08AX02,eosin
MD08AX03,propanol
MD08AX04,tosylchloramidnatrium
MD08AX05,isopropanol
MD08AX06,kaliumpermanganat
MD08AX07,natriumhypochlorit
MD08AX08,ethanol
MD08AX53,"propanol, komb."
MD09,medicinske forbindsstoffer
MD09A,medicinske forbindsstoffer
MD09AA,salvekompresser med antiinfectiva
MD09AA01,framycetin
MD09AA02,fusidinsyre
MD09AA03,nitrofural
MD09AA04,phenylmercurinitrat
MD09AA05,benzododecin
MD09AA06,triclosan
MD09AA07,cetylpyridin
MD09AA08,aluminiumchlorhydrat
MD09AA09,povidone-iod
MD09AA10,clioquinol
MD09AA11,benzalkon
MD09AA12,chlorhexidin
MD09AA13,iodoform
MD09AB,zinkbandager
MD09AB01,zinkbandage uden tilsætninger
MD09AB02,zinkbandage med tilsætninger
MD09AX,vaselinkompresser
MD10,midler mod acne
MD10A,midler mod acne til udvortes brug
MD10AA,"corticosteroider, komb. til acnebehandling"
MD10AA01,fluormetholon
MD10AA02,methylprednisolon
MD10AA03,dexamethason
MD10AB,svovlholdige acne-midler
MD10AB01,bithionol
MD10AB02,svovl
MD10AB03,tioxolon
MD10AB05,mesulfen
MD10AD,retinoider til udvortes brug mod acne
MD10AD01,tretinoin
MD10AD02,retinol
MD10AD03,adapalen
MD10AD04,isotretinoin
MD10AD05,motretinid
MD10AD06,trifaroten
MD10AD51,"tretinoin, komb."
MD10AD53,"adapalen, kombinationer"
MD10AD54,"isotretinoin, komb."
MD10AE,peroxider
MD10AE01,benzoylperoxid
MD10AE51,"benzoylperoxid, komb."
MD10AF,antiinfectiva til acne-behandling
MD10AF01,clindamycin
MD10AF02,erythromycin
MD10AF03,chloramphenicol
MD10AF04,meclocyclin
MD10AF05,nadifloxacin
MD10AF06,sulfacetamid
MD10AF07,minocyclin
MD10AF51,"clindamycin, komb."
MD10AF52,"erythromycin, kombinationer"
MD10AX,andre midler mod acne til udvortes brug
MD10AX01,aluminiumchlorid
MD10AX02,resorcinol
MD10AX03,azelainsyre
MD10AX04,aluminiumoxid
MD10AX05,dapson
MD10AX06,clascoteron
MD10AX30,diverse kombinationer
MD10B,midler mod acne til systemisk brug
MD10BA,retinoider til behandling af acne
MD10BA01,isotretinoin
MD10BX,andre midler mod acne til systemisk brug
MD10BX01,ichtammol
MD11,andre dermatologiske midler
MD11A,andre dermatologiske midler
MD11AA,antihidrotica
MD11AA01,glycopyrronium
MD11AC,medicinsk shampoo
MD11AC01,cetrimid
MD11AC02,cadmiumforbindelser
MD11AC03,selenforbindelser
MD11AC06,iod/polyvidon
MD11AC08,svovlforbindelser
MD11AC09,xenysalat
MD11AC30,"medicinsk shampoo, andre"
MD11AE,androgener til udvortes brug
MD11AE01,metandienon
MD11AF,midler mod vorter og ligtorne
MD11AH,"midler til dermatitis, ekskl. corticosteroider"
MD11AH01,tacrolimus
MD11AH02,pimecrolimus
MD11AH03,cromoglicinsyre
MD11AH04,alitretinoin
MD11AH05,dupilumab
MD11AH06,crisaborol
MD11AH07,tralokinumab
MD11AH08,abrocitinib
MD11AH09,ruxolitinib
MD11AX,andre dermatologiske midler
MD11AX01,"minoxidil, udvortes"
MD11AX02,gamolensyre
MD11AX03,calciumgluconat
MD11AX04,lithiumsuccinat
MD11AX05,magnesiumsulfat
MD11AX06,mequinol
MD11AX08,tiratricol
MD11AX09,oxaceprol
MD11AX10,finasterid
MD11AX11,hydroquinon
MD11AX12,zinkpyrithion
MD11AX13,monobenzon
MD11AX16,eflornithin
MD11AX18,diclofenac
MD11AX21,brimonidin
MD11AX22,ivermectin
MD11AX23,aminobenzoatkalium
MD11AX24,deoxycholsyre
MD11AX25,hydrogenperoxid
MD11AX26,caffein
MD11AX27,oxymetazolin
MD11AX52,"gamolensyre, kombinationer"
MD11AX57,"collagen, kombinationer"
MG,Urogenitalsystem og kønshormoner
MG01,gynecologiske antiinfectiva og antiseptica
MG01A,"antiinfectiva/antisept.,excl komb. m. corticost."
MG01AA,antibiotica
MG01AA01,nystatin
MG01AA02,natamycin
MG01AA03,amphotericin
MG01AA04,candicidin
MG01AA05,chloramphenicol
MG01AA06,trichomycin
MG01AA07,oxytetracyclin
MG01AA08,carfecillin
MG01AA09,mepartricin
MG01AA10,clindamycin
MG01AA11,pentamycin
MG01AA51,"nystatin, komb."
MG01AB,arsen-forbindelser
MG01AB01,acetarsol
MG01AC,quinolin-derivater
MG01AC01,diiodohydroxyquinolin
MG01AC02,clioquinol
MG01AC03,chlorquinaldol
MG01AC05,dequalon
MG01AC06,broxyquinolin
MG01AC30,oxyquinolin
MG01AD,organiske syrer
MG01AD01,mælkesyre
MG01AD02,eddikesyre
MG01AD03,ascorbinsyre
MG01AE,sulfonamider
MG01AE01,sulfatolamid
MG01AE10,kombinationer af sulfonamider
MG01AF,imidazol-derivater
MG01AF01,metronidazol
MG01AF02,clotrimazol
MG01AF04,miconazol
MG01AF05,econazol
MG01AF06,ornidazol
MG01AF07,isoconazol
MG01AF08,tioconazol
MG01AF11,ketoconazol
MG01AF12,fenticonazol
MG01AF13,azanidazol
MG01AF14,propenidazol
MG01AF15,butoconazol
MG01AF16,omoconazol
MG01AF17,oxiconazol
MG01AF18,flutrimazol
MG01AF19,sertaconazol
